date,price (in lakhs),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,years_since_reno,log_sqft_living,dist_to_seattle,dist_to_seattle_km,luxury_score
2014-07-08,1.48226,3,1.0,1400,7360,1.0,0,0,4,7,1400,0.0,1968,0,98092,47.3123,-122.186,1600,8030,47,47,7.244941546337007,0.3282109382698838,34.47664286133429,11
2014-11-03,3.13,3,1.0,1510,10369,1.0,0,0,4,7,1010,500.0,1968,0,98059,47.4808,-122.099,1510,16057,47,47,7.32052696227274,0.2646899506970308,22.373120560272703,11
2014-06-03,1.5,3,1.0,1320,8220,1.0,0,0,3,7,1320,0.0,1959,0,98198,47.3697,-122.309,1320,7920,56,56,7.186144304522325,0.23762546159870945,26.354818953229977,10
2014-05-22,1.5,2,1.0,820,10270,1.0,0,0,3,7,820,0.0,1954,0,98168,47.5119,-122.329,1670,10086,61,61,6.710523109452428,0.09435094064184407,10.488261474779424,10
2014-06-18,2.3,2,1.0,1080,9435,1.0,0,0,3,6,1080,0.0,1958,0,98058,47.459,-122.181,1200,9210,57,57,6.985641817639208,0.21094797936932053,19.914616991433554,9
2014-09-02,3.891,2,1.0,840,5400,1.0,0,0,4,7,840,0.0,1948,0,98118,47.5489,-122.271,1340,5400,67,67,6.734591659972948,0.08376455097473687,7.848641605070094,11
2014-12-16,6.45,4,2.25,2070,8720,1.0,0,0,5,8,1360,710.0,1974,0,98033,47.6678,-122.182,2180,8510,41,41,7.635786861395585,0.16224848227332747,13.168076871430914,13
2015-03-02,3.1,3,1.0,1520,6500,1.0,0,0,3,7,990,530.0,1958,0,98198,47.4164,-122.332,1500,7500,57,57,7.327123292259293,0.18980002634351587,21.104798413537598,10
2014-10-04,3.51358,2,1.75,1210,1189,2.0,0,0,3,8,1210,0.0,2014,0,98029,47.5526,-121.998,1540,1672,1,1,7.099201743553092,0.33837223585866966,25.75930896532893,11
2015-03-10,17.0,5,2.75,3810,9360,2.0,0,0,3,10,3810,0.0,2014,0,98004,47.6039,-122.194,2110,9870,1,1,8.24564690087386,0.13811915145988418,10.35675782839526,13
2015-04-07,15.65,4,3.5,5370,323215,2.0,0,0,3,10,5370,0.0,2002,0,98075,47.6003,-122.076,3780,9891,13,13,8.58876938990546,0.2561679527185277,19.212126009021457,13
2014-10-20,8.5,3,2.0,1540,3600,2.0,0,0,3,8,1540,0.0,1900,1988,98112,47.6343,-122.283,2970,3600,115,27,7.340186835320115,0.056572254683720104,4.827598372175319,11
2014-05-14,4.7,4,2.5,2310,14023,2.0,0,0,3,9,2310,0.0,1991,0,98019,47.7351,-121.964,2410,14007,24,24,7.745435610274381,0.39001643555111776,31.06642947646062,12
2014-11-18,7.7,3,2.25,1870,1900,3.0,0,0,3,8,1870,0.0,2008,0,98103,47.6537,-122.34,1690,1694,7,7,7.534228326274089,0.04815246618814085,5.3148317234724045,11
2014-06-24,3.66,3,1.75,1840,11440,1.0,0,0,4,8,1340,500.0,1977,0,98059,47.474,-122.14,1940,11440,38,38,7.518064181233078,0.23319358910570379,20.591831313612744,12
2014-07-10,5.45,3,2.5,2060,7184,2.0,0,0,3,8,2060,0.0,1987,0,98029,47.567,-122.012,2230,7788,28,28,7.630946580890459,0.3224913177125825,24.39940708516831,11
2014-09-09,2.05,3,1.0,1010,8800,1.0,0,0,4,7,1010,0.0,1968,0,98002,47.2761,-122.208,1550,7700,47,47,6.918695219020472,0.3526568020044427,37.873414780376365,11
2014-05-08,4.05,2,1.0,1020,8155,1.0,0,0,4,7,1020,0.0,1948,0,98177,47.7257,-122.361,1430,8157,67,67,6.928537818164665,0.12294494702915178,13.462876522839567,11
2015-04-10,4.67,4,2.5,2220,7210,1.0,0,0,3,7,1270,950.0,1973,0,98011,47.7428,-122.183,2220,7313,42,42,7.7057128238944275,0.20221367411725005,18.850324115015805,10
2014-09-26,3.925,2,1.0,1050,4125,1.0,0,0,4,7,1050,0.0,1909,0,98144,47.5736,-122.307,1650,4125,106,106,6.957497370876951,0.04114328620807872,4.084542248868026,11
2014-10-27,9.01,4,2.75,3030,18400,1.5,0,3,3,9,2360,670.0,1973,0,98034,47.7019,-122.243,3030,12486,42,42,8.016647877057803,0.13075664419065097,12.560930385180535,15
2014-12-03,5.0,3,1.75,1800,7199,1.0,0,0,3,7,1300,500.0,1972,0,98125,47.7264,-122.307,1800,8100,43,43,7.496097345175956,0.12279271151008521,13.497144543808846,10
2014-05-30,3.8495,3,2.5,1860,3690,2.0,0,0,3,7,1860,0.0,2000,0,98028,47.776,-122.239,1870,4394,15,15,7.528869256642251,0.19364826361214646,20.125767082485165,10
2015-03-12,17.0,4,3.5,4070,336283,2.0,0,0,3,11,4070,0.0,2006,0,98027,47.478,-122.038,3020,44613,9,9,8.31164394850298,0.32082713413924335,26.278246473569073,14
2014-07-17,2.45,2,1.0,860,6120,1.0,0,0,3,7,860,0.0,1948,0,98155,47.7503,-122.328,1100,6860,67,67,6.7580945044277305,0.14415831575042914,16.026128787223747,10
2015-02-09,11.65,4,2.25,3080,10487,2.0,0,0,4,9,3080,0.0,1968,0,98040,47.5344,-122.224,2480,10607,47,47,8.033009498596668,0.12977230058837283,11.38025898185756,13
2015-04-21,1.845,3,1.5,1280,3640,2.0,0,0,3,6,1280,0.0,1983,0,98002,47.334,-122.214,1150,4105,32,32,7.155396301896734,0.2967161101120034,31.542148244432955,9
2015-04-14,2.69,2,2.0,1540,5000,1.5,0,0,3,8,1540,0.0,1986,0,98023,47.319,-122.394,1590,5000,29,29,7.340186835320115,0.2937949114603591,32.27242798743582,11
2014-07-21,5.7,3,2.5,1530,3296,2.0,0,0,3,8,1530,0.0,1998,0,98007,47.6181,-122.138,1530,4099,17,17,7.333676395657684,0.19446444405082572,14.610085426233999,11
2014-05-12,8.5,4,1.75,2350,11914,1.0,0,0,4,8,2350,0.0,1961,0,98040,47.5392,-122.228,2240,10706,54,54,7.762596048540069,0.1237974555473599,10.793047270180336,12
2015-02-02,2.09,3,1.0,920,5200,1.0,0,0,4,6,920,0.0,1969,0,98042,47.3647,-122.082,920,4875,46,46,6.825460036255307,0.34766688079252334,32.77649700133466,10
2014-08-06,3.27,4,1.75,1840,5100,1.0,0,0,4,5,1840,0.0,1933,0,98056,47.5209,-122.205,2160,5400,82,82,7.518064181233078,0.15307024531240646,13.450203998690833,9
2014-06-13,3.695,3,1.5,1650,9957,1.0,0,0,4,7,1100,550.0,1961,0,98125,47.7303,-122.298,1650,7957,54,54,7.409136443920128,0.12869972804943802,14.033548892544523,11
2015-02-26,4.4,3,1.75,1760,8025,1.0,0,0,4,7,1230,530.0,1976,0,98034,47.7287,-122.192,1590,7543,39,39,7.473637108496206,0.1861028210425668,17.19310875920114,11
2014-05-12,9.475,4,2.25,3290,12329,1.5,0,0,4,10,3290,0.0,1968,0,98040,47.5639,-122.216,3170,12329,47,47,8.098946748943339,0.12356577195971814,9.896702964568933,14
2015-03-17,5.1,2,1.0,1270,4500,1.5,0,0,4,7,1270,0.0,1919,0,98122,47.6059,-122.295,2140,4550,96,96,7.147559271189454,0.037101212918173566,2.7815993857251278,11
2015-04-28,3.85,3,2.0,1600,10318,1.0,0,0,3,7,930,670.0,1941,0,98133,47.7466,-122.347,1590,7040,74,74,7.3783837129967145,0.14118842020505726,15.651573412114242,10
2014-08-20,3.7,5,3.0,2670,9920,1.0,0,0,3,8,1400,1270.0,1990,0,98001,47.3211,-122.277,1890,10341,25,25,7.890208213109961,0.2903756532493719,31.971126428455502,11
2014-12-01,6.6,4,1.5,1960,4500,1.5,0,2,3,7,1960,0.0,1922,0,98117,47.6797,-122.359,1960,4500,93,93,7.581209826196346,0.07826787335809784,8.417627295724438,12
2015-01-15,7.29,3,4.25,3300,308080,2.0,0,2,4,9,2520,780.0,1976,0,98070,47.3979,-122.416,2130,90604,39,39,8.101980731853192,0.2245620181597959,24.004065249720597,15
2014-08-19,4.4,3,1.75,2000,11880,2.0,0,0,3,8,2000,0.0,1979,0,98075,47.5882,-122.052,1820,15120,36,36,7.601402334583733,0.2806777689807202,21.097885198294673,11
2014-09-10,4.45,4,2.5,2360,81892,1.0,0,0,3,8,2360,0.0,2000,0,98042,47.369,-122.156,1730,18096,15,15,7.766840537085513,0.2954235095587308,29.50850857273539,11
2014-12-01,4.6,2,1.0,1430,12092,1.0,0,0,4,7,1430,0.0,1938,0,98125,47.7023,-122.276,2320,10800,77,77,7.266128779556451,0.11127632272860229,11.482310380511729,11
2014-12-02,5.16,3,3.0,2330,7304,1.0,0,0,3,9,1300,1030.0,1971,0,98005,47.5982,-122.172,2330,9518,44,44,7.754052639035757,0.16029975046767858,12.036548053411025,12
2014-08-15,3.43888,4,2.5,2060,5607,2.0,0,0,3,7,2060,0.0,2002,0,98058,47.4365,-122.144,2060,5367,13,13,7.630946580890459,0.25333712716456785,23.57066094136764,10
2014-06-09,5.0,4,1.75,2240,9886,1.5,0,0,4,7,2240,0.0,1965,0,98008,47.6294,-122.116,1540,8040,50,50,7.714677473800927,0.2173417815331388,16.401589834770164,11
2015-05-08,4.65,5,1.75,2330,6450,1.0,0,1,3,8,1330,1000.0,1958,0,98146,47.4959,-122.367,2330,8258,57,57,7.754052639035757,0.11568967110334884,12.541355763048912,12
2014-05-12,3.02,5,2.25,2180,7813,2.0,0,0,3,7,2180,0.0,1986,0,98038,47.3651,-122.051,1880,8649,29,29,7.687538766201629,0.37033285028471163,34.13047550920811,10
2014-11-07,1.95,2,1.0,1280,7861,1.0,0,0,4,6,1280,0.0,1913,0,98002,47.3007,-122.228,1020,6480,102,102,7.155396301896734,0.3227492215327588,34.860119735808546,10
2014-06-09,6.4,3,2.5,2140,8925,2.0,0,0,3,8,2140,0.0,1991,0,98074,47.6314,-122.027,2310,8956,24,24,7.669028288589683,0.306138939045652,23.03889590268898,11
2014-06-23,5.02,6,2.5,2890,8122,1.0,0,0,3,8,1630,1260.0,1977,0,98008,47.5886,-122.113,2730,9915,38,38,7.969357742016346,0.21980575515668127,16.544863205057315,11
2015-04-17,3.6,3,2.5,1480,3851,2.0,0,0,3,8,1480,0.0,1998,0,98072,47.7732,-122.163,1650,4716,17,17,7.300472814267799,0.23766322811911947,22.472923971423572,11
2015-03-25,2.905,4,2.5,1680,3000,2.0,0,0,3,7,1680,0.0,2003,0,98178,47.494,-122.279,1420,5500,12,12,7.427144133408616,0.12413077781114713,13.097098360607816,10
2014-05-09,2.48,4,3.0,2163,5883,2.0,0,0,3,7,2163,0.0,2006,0,98001,47.2734,-122.251,1700,10143,9,9,7.679713639966372,0.3425391218532534,37.5049576080792,10
2014-05-16,4.33,4,2.5,2280,7568,2.0,0,0,4,7,2280,0.0,2001,0,98056,47.5115,-122.194,2280,5312,14,14,7.732369222284388,0.16745058972723573,14.773981970479863,11
2015-04-13,4.8,2,1.0,820,4200,1.0,0,0,3,7,820,0.0,1980,0,98112,47.6249,-122.298,1290,4000,35,35,6.710523109452428,0.03889087296525368,3.294986290228489,10
2015-04-21,4.1,3,1.0,1330,5000,1.0,0,0,3,7,1120,210.0,1957,0,98125,47.7211,-122.308,1920,7790,58,58,7.193685818395112,0.11740025553634546,12.903140898558746,10
2014-05-05,3.0995,4,2.75,2310,5000,2.0,0,0,3,7,2310,0.0,2006,0,98038,47.3614,-122.035,1980,5000,9,9,7.745435610274381,0.3849616214637495,35.20495812349503,10
2014-12-01,2.53,3,2.0,1290,7372,1.0,0,0,5,7,1290,0.0,1990,0,98042,47.3658,-122.085,1290,7366,25,25,7.1631723908466425,0.3447471102126921,32.54712200337241,12
2014-05-06,2.8,3,1.75,1630,11800,1.0,0,0,4,7,1630,0.0,1971,0,98045,47.4863,-121.73,2090,57428,44,44,7.396948602621014,0.6139221611898301,47.11668601985149,11
2015-04-24,4.4,3,1.0,1410,8925,1.0,0,0,3,7,1410,0.0,1958,0,98052,47.6782,-122.162,1330,8925,57,57,7.2520539518528135,0.18471061149808432,15.049808448189399,10
2014-11-18,3.33,5,1.75,1240,8936,1.0,0,0,3,7,1240,0.0,1954,0,98006,47.5738,-122.136,1600,9341,61,61,7.123672785204607,0.19875857214218628,15.141054421693456,10
2014-06-16,7.5995,3,2.5,3100,23790,2.0,0,0,3,9,3100,0.0,2002,0,98075,47.5882,-122.011,2250,40854,13,13,8.03947991910045,0.3216041199984864,24.160078054210977,12
2014-12-24,3.45,3,2.25,2020,9000,2.0,0,0,3,7,2020,0.0,1979,0,98045,47.4487,-121.775,1460,9680,36,36,7.611347717403621,0.578935799549475,45.34687730695068,10
2014-09-26,3.5,4,2.5,2500,5831,2.0,0,0,3,8,2500,0.0,2007,0,98038,47.3454,-122.039,2500,5188,8,8,7.824445930877619,0.3923318110987166,36.41741073659283,11
2014-08-07,1.98,2,1.0,790,14200,1.0,0,0,3,7,790,0.0,1951,0,98188,47.459,-122.285,1430,10000,64,64,6.673297967767654,0.1545517712612814,16.74549502498798,10
2014-07-25,7.3,3,1.75,2040,11294,1.0,0,0,4,7,1340,700.0,1952,0,98004,47.5923,-122.197,2120,9587,63,63,7.621195162809845,0.13581318050910385,10.247043728847423,11
2014-05-28,2.662,3,1.5,1430,9600,1.0,0,0,4,7,1430,0.0,1966,0,98059,47.4737,-122.15,1590,10240,49,49,7.266128779556451,0.22520359677411217,20.097794779640143,11
2015-03-16,10.6,4,2.5,2250,10160,2.0,0,0,5,8,2250,0.0,1967,0,98040,47.5645,-122.219,2660,10125,48,48,7.719129840906732,0.1205425236171889,9.667106706243327,13
2014-09-19,0.95,2,1.0,1070,20450,1.0,0,0,2,6,1070,0.0,1948,0,98058,47.4338,-122.183,1360,15581,67,67,6.976348070447749,0.2279310641400117,22.200207104354103,8
2014-06-23,4.3,3,1.75,1300,12731,1.0,0,0,3,8,1300,0.0,1981,0,98074,47.6236,-122.04,1700,13556,34,34,7.170888478512505,0.2926177882494409,21.98043476678228,11
2014-06-10,6.5,4,2.25,2560,9731,2.0,0,0,4,7,2560,0.0,1973,0,98034,47.7261,-122.246,1860,9731,42,42,7.848153086199526,0.1476117204018726,14.809455774270434,11
2015-03-17,3.799,3,2.5,2190,5071,2.0,0,0,3,8,2190,0.0,2004,0,98038,47.3506,-122.04,2300,5654,11,11,7.692113339595466,0.3881414304090651,35.91201923884297,11
2015-04-27,3.25,2,1.5,940,1222,2.0,0,0,3,7,860,80.0,2004,0,98125,47.7178,-122.318,1302,1840,11,11,6.846943139585379,0.11248719927173498,12.454199769487241,10
2014-06-06,4.55,4,2.25,1740,8449,1.0,0,0,4,7,1170,570.0,1958,0,98008,47.6079,-122.123,1980,11175,57,57,7.462214939768189,0.20910691045490767,15.677132009626995,11
2014-09-15,3.92,4,3.75,2220,3797,1.5,0,0,4,6,1330,890.0,1917,0,98108,47.5574,-122.315,1490,4340,98,98,7.7057128238944275,0.051709283499193535,5.575831351279317,10
2014-09-04,3.73,3,1.75,1310,7811,1.0,0,0,3,7,1310,0.0,1976,0,98034,47.7319,-122.167,1530,7800,39,39,7.1785454837637,0.20750542161591573,18.660060711572527,10
2014-10-16,9.5125,5,3.0,2710,8227,1.0,0,2,3,8,1910,800.0,1953,0,98199,47.6505,-122.39,2060,5400,62,62,7.905072849498666,0.07290336069071439,6.5643856167872325,13
2014-06-24,5.02,3,2.0,1300,14350,1.0,0,0,3,7,1300,0.0,1955,2013,98006,47.5736,-122.152,1520,10670,60,2,7.170888478512505,0.1830266920424414,13.984313244519777,10
2015-04-27,3.625,3,2.0,1940,40588,1.0,0,0,3,7,1940,0.0,2000,0,98058,47.4252,-122.159,1860,9657,15,15,7.57095858316901,0.2504488171263711,23.9595571079147,10
2014-06-23,5.25,2,1.0,1080,3500,1.0,0,3,3,7,1080,0.0,1924,0,98103,47.6667,-122.356,1790,4000,91,91,6.985641817639208,0.06504967332738566,6.961555417420611,13
2015-02-25,5.8,4,2.5,2110,11680,1.0,0,0,4,7,1420,690.0,1977,0,98052,47.6964,-122.118,1890,9600,38,38,7.65491704784832,0.2323248802862063,18.91533150515042,11
2014-12-22,2.78,3,2.25,1590,9425,1.0,0,0,3,7,1170,420.0,1985,0,98058,47.4291,-122.16,1590,9394,30,30,7.372118028337787,0.24694699836199904,23.554897696267822,10
2014-12-16,4.225,2,1.0,910,4800,1.0,0,0,4,7,910,0.0,1923,0,98126,47.5536,-122.377,1450,5000,92,92,6.814542897259958,0.06915757369948476,6.749184838242434,11
2014-09-09,7.832,4,2.0,1590,5400,1.0,0,2,3,7,990,600.0,1900,0,98119,47.637,-122.367,2190,4800,115,115,7.372118028337787,0.04654728778350547,4.309419543146422,12
2014-06-20,7.15,4,2.5,3290,6628,2.0,0,0,3,9,3290,0.0,2003,0,98075,47.5994,-121.975,3240,5831,12,12,8.098946748943339,0.35716473790115655,26.784220753753438,12
2014-08-04,4.72217,3,2.5,2010,2212,2.0,0,0,3,8,1390,620.0,2014,0,98029,47.5523,-121.998,1690,1619,1,1,7.606387389772652,0.3384198871224839,25.7671174876664,11
2014-05-28,2.44615,3,2.5,2060,4030,2.0,0,0,3,7,2060,0.0,1999,0,98032,47.3909,-122.238,2060,4029,16,16,7.630946580890459,0.23496574218383232,24.96216446900836,10
2014-12-12,3.85,3,1.75,1560,14288,1.0,0,0,3,6,780,780.0,1944,0,98125,47.7183,-122.306,1320,8928,71,71,7.353081920515432,0.11509830580855458,12.617272029435608,9
2014-07-25,5.49995,3,1.0,1120,6600,1.0,0,0,3,7,1120,0.0,1943,0,98105,47.6712,-122.267,1300,6600,72,72,7.02197642307216,0.09199461940787537,8.7194850591297,10
2014-08-16,9.599,4,3.75,3550,15151,2.0,0,0,3,11,3550,0.0,2004,0,98075,47.5888,-121.971,4340,15151,11,11,8.174984532943087,0.3615189759888065,27.145226850299476,14
2014-07-23,5.1,6,4.5,3300,7200,2.0,0,0,3,8,3300,0.0,1980,0,98052,47.6798,-122.104,2470,7561,35,35,8.101980731853192,0.23968014102131788,18.947256491575867,11
2014-08-13,3.67,3,1.75,2000,12669,1.0,0,3,4,7,1200,800.0,1965,0,98070,47.3579,-122.446,1580,12055,50,50,7.601402334583733,0.2731777809412772,28.90600943872585,14
2014-10-08,3.75,5,3.0,2680,8410,2.0,0,0,3,8,1810,870.0,1990,0,98058,47.4401,-122.126,1860,8410,25,25,7.893945138235959,0.2647006233464455,24.096117220846402,11
2014-05-12,5.0,2,2.25,1290,1334,3.0,0,0,3,8,1290,0.0,2007,0,98107,47.6719,-122.382,1350,1334,8,8,7.1631723908466425,0.08250151513760676,8.206582138521325,11
2015-01-13,4.89,2,2.25,1290,1334,3.0,0,0,3,8,1290,0.0,2007,0,98107,47.6719,-122.382,1350,1334,8,8,7.1631723908466425,0.08250151513760676,8.206582138521325,11
2015-04-27,3.4,3,2.0,1150,700,2.0,0,0,3,7,800,350.0,2000,0,98136,47.5552,-122.381,1060,1910,15,15,7.048386408721883,0.07065557302860488,6.753703822258097,10
2015-05-01,5.62,3,1.75,1880,5978,1.0,0,0,5,7,940,940.0,1957,0,98144,47.5793,-122.294,1930,4770,58,58,7.53955882930103,0.04663925385337847,4.136415818277821,12
2014-09-12,4.8995,3,2.5,2400,7478,2.0,0,0,3,9,2400,0.0,2002,0,98019,47.7362,-121.974,2980,8182,13,13,7.783640596221253,0.3809666783328878,30.461675747303715,12
2014-10-03,6.52,3,2.25,1920,9600,1.0,0,0,4,8,1560,360.0,1968,0,98052,47.6341,-122.103,2040,9600,47,47,7.560601162768557,0.23079259086894643,17.449069056708154,12
2014-10-24,4.72,4,3.25,4350,7090,2.0,0,0,3,8,2870,1480.0,1999,0,98042,47.3747,-122.156,2490,7266,16,16,8.37816098272068,0.29086673924668444,28.943060656611866,11
2014-06-12,3.33,4,2.5,1910,9244,1.0,0,0,4,6,1910,0.0,1963,0,98059,47.4918,-122.141,2590,9286,52,52,7.555381944240273,0.22272532411020882,19.170853928392283,10
2014-05-30,5.6,3,1.5,2000,7350,1.0,0,0,3,8,2000,0.0,1953,0,98177,47.7061,-122.368,1890,6960,62,62,7.601402334583733,0.1061546984358181,11.429168516345777,11
2014-12-01,7.99,4,3.5,3290,20107,2.0,0,4,3,10,2220,1070.0,1990,0,98198,47.355,-122.319,2990,16988,25,25,8.098946748943339,0.2515413484896708,27.94950870329029,17
2014-07-10,8.6,5,2.25,3480,9200,2.0,0,0,3,8,3480,0.0,1979,0,98006,47.5585,-122.153,3130,9200,36,36,8.15507488781144,0.18534319518125486,14.442471840264846,11
2015-04-30,4.495,4,2.5,2410,55931,2.0,0,0,3,9,2410,0.0,1989,0,98092,47.3109,-122.097,2780,55931,26,26,7.787796878181171,0.3774574148165644,37.29077667282264,12
2014-12-05,6.925,4,3.0,2820,11500,2.0,0,0,3,10,2820,0.0,1991,0,98075,47.5826,-122.028,2770,9694,24,24,7.944846711001996,0.30501437671033593,22.954038465567095,13
2014-08-12,9.25,4,1.75,2710,11400,1.0,0,0,4,9,1430,1280.0,1976,0,98006,47.561,-122.153,2640,11000,39,39,7.905072849498666,0.18471559219512831,14.342411542609875,13
2014-10-21,2.675,3,2.25,2080,2856,1.5,0,0,3,7,1550,530.0,2003,0,98042,47.4198,-122.158,2080,2275,12,12,7.640603826393634,0.25506032619754515,24.506456673557143,10
2014-07-14,3.968,4,2.5,2200,6018,2.0,0,0,3,8,2200,0.0,2010,0,98019,47.7338,-121.966,2480,5899,5,5,7.696667081526462,0.3876995873095591,30.86723379102005,11
2015-04-09,2.2,4,1.5,1180,8058,1.0,0,0,5,7,1180,0.0,1969,0,98092,47.2966,-122.19,1800,9348,46,46,7.074116816197362,0.34065315204765356,36.045920914525894,12
2014-08-22,8.925,3,1.75,2120,56192,1.0,0,1,3,9,1720,400.0,1959,0,98177,47.7665,-122.372,2240,20500,56,56,7.659642954564682,0.1651911014552541,18.073044654391325,13
2014-05-27,4.555,3,2.0,1460,10311,1.0,0,0,4,7,1460,0.0,1975,0,98052,47.6771,-122.156,1690,9679,40,40,7.2868764117507,0.18983682466791602,15.369310704857341,11
2014-06-12,7.43,3,1.75,2110,11250,1.0,0,0,4,8,2110,0.0,1961,0,98040,47.5402,-122.216,2560,10992,54,54,7.65491704784832,0.13354853050483567,11.389233464578972,12
2014-12-05,3.38,4,1.5,1790,17925,1.0,0,0,4,6,1790,0.0,1951,0,98155,47.7501,-122.302,1660,15165,64,64,7.490529402060711,0.14701435304078314,16.158855941699212,10
2014-10-03,3.32,3,1.75,1340,13115,1.0,0,0,3,7,1340,0.0,1978,0,98045,47.5021,-121.77,1370,10800,37,37,7.201170883281678,0.5716583070331451,43.741892004001265,10
2015-01-23,5.63225,3,1.0,2460,4000,1.5,0,0,4,7,1370,1090.0,1918,0,98112,47.6268,-122.297,1680,4000,97,97,7.8083230503910555,0.040698525771826984,3.4883702565559145,11
2015-04-27,11.5,4,3.5,3760,20609,2.0,0,0,3,11,3760,0.0,1990,0,98077,47.7255,-122.059,3360,15761,25,25,8.232440158470336,0.2980203013219043,24.376553946535537,14
2014-10-13,6.45,2,1.0,1240,5000,1.0,0,0,3,7,1000,240.0,1920,0,98103,47.6634,-122.351,1480,3500,95,95,7.123672785204607,0.06024159692438668,6.5160999773973,10
2014-12-30,7.39,3,2.5,2750,16000,2.0,0,0,4,9,2560,190.0,1981,0,98033,47.693,-122.187,2370,11279,34,34,7.919719760924575,0.16908060208078046,14.535943550727797,13
2014-07-01,4.35,3,2.5,2530,13446,2.0,0,0,3,9,2530,0.0,1993,0,98019,47.7345,-121.961,2450,13446,22,22,7.836369760545124,0.39265264547688683,31.235511033899776,12
2014-07-29,9.95,3,2.25,3200,3800,2.0,0,0,5,9,2650,550.0,1914,0,98102,47.638,-122.317,2400,3900,101,101,8.071218539969863,0.03520298282816277,3.7126866009027255,14
2015-03-20,5.2,4,2.75,2020,7357,1.0,0,0,3,7,1350,670.0,1986,0,98034,47.7145,-122.225,1690,7804,29,29,7.611347717403621,0.1523131642373716,14.469130452486858,10
2015-04-29,4.0,4,2.5,3030,180263,2.0,0,0,3,7,2030,1000.0,1987,0,98092,47.2953,-122.097,2600,182509,28,28,8.016647877057803,0.3897830422170821,38.82808533584912,10
2014-10-07,4.4,3,1.75,2350,7641,1.0,0,0,3,7,1510,840.0,1978,0,98034,47.7307,-122.219,2190,7500,37,37,7.762596048540069,0.16820184303389796,16.22880634255696,10
2014-09-17,4.4,3,1.5,1690,6010,1.0,0,0,3,7,1230,460.0,1946,0,98115,47.6955,-122.291,1690,5418,69,69,7.43307534889858,0.09830411995435531,10.396013644561124,10
2015-03-24,7.38,3,1.0,1280,3900,1.0,0,0,4,7,1280,0.0,1921,0,98103,47.6545,-122.336,2020,4560,94,94,7.155396301896734,0.048457197607783484,5.378660453886878,11
2015-04-03,2.5,3,1.5,1170,9848,1.0,0,0,3,7,1170,0.0,1963,0,98028,47.7612,-122.234,2220,5542,52,52,7.065613363597717,0.18343557452141282,18.734509511208273,10
2014-09-02,3.3815,4,2.25,2700,8580,2.0,0,0,3,8,2700,0.0,1992,0,98022,47.2087,-122.009,2420,8580,23,23,7.901377353792616,0.5122498023425666,50.446341900383686,11
2014-09-02,4.25,3,2.25,1800,7371,1.0,0,0,3,7,1280,520.0,1979,0,98072,47.7584,-122.145,1960,7675,36,36,7.496097345175956,0.2411871679837062,21.96812282162321,10
2014-06-13,8.83,4,2.5,3670,54450,2.0,0,0,3,10,3670,0.0,1999,0,98074,47.6211,-122.016,2900,49658,16,16,8.208219383496834,0.3164509756660494,23.752516149798232,13
2014-12-02,5.1,3,2.0,2350,266151,1.5,0,0,3,7,2350,0.0,1983,0,98014,47.6609,-121.892,2270,222156,32,32,7.762596048540069,0.44348630193051125,33.533274976821836,10
2014-09-13,9.5,4,1.75,3100,21303,1.0,0,1,4,9,3100,0.0,1962,0,98075,47.5847,-122.081,3480,9697,53,53,8.03947991910045,0.2520187691422944,18.98002224740944,14
2014-10-13,4.35,3,1.0,1120,9656,1.0,0,0,5,7,1120,0.0,1955,0,98006,47.567,-122.139,1720,9908,60,60,7.02197642307216,0.19703870178216393,15.123892521055435,12
2014-05-27,4.15,5,1.5,1900,10226,1.0,0,0,3,7,1130,770.0,1961,0,98034,47.7226,-122.227,1690,10227,54,54,7.550135342488429,0.1568278355394802,15.14825460433481,10
2014-10-06,4.39,2,2.5,1350,944,2.0,0,0,3,9,870,480.0,2004,0,98116,47.5591,-122.385,1440,1350,11,11,7.208600337960199,0.07082951362250696,6.570524113784912,12
2014-05-27,2.95832,5,1.0,1410,6400,1.0,0,0,5,7,960,450.0,1955,0,98198,47.4207,-122.334,1400,6500,60,60,7.2520539518528135,0.18550973020303207,20.62715247018253,12
2014-10-31,2.85,3,1.75,1560,9514,1.0,0,0,4,7,1560,0.0,1967,0,98031,47.4088,-122.21,1550,9600,48,48,7.353081920515432,0.23211025397427296,23.788779712645745,11
2015-04-30,3.5,3,1.5,1090,5003,1.0,0,0,3,7,1090,0.0,1962,0,98125,47.703,-122.321,1540,5279,53,53,6.994849985833071,0.09743433686334772,10.795730177215706,10
2014-10-21,4.89,2,2.75,1465,972,2.0,0,0,3,7,1050,415.0,2006,0,98112,47.621,-122.298,1480,1430,9,9,7.290292882446597,0.03717324306540524,3.0400698525480676,10
2014-11-24,3.045,3,2.25,1790,6930,1.0,0,0,3,7,1390,400.0,1974,0,98003,47.3536,-122.317,1810,7420,41,41,7.490529402060711,0.25305092372880333,28.11075212224569,10
2015-03-17,2.88,3,1.5,1300,7313,1.0,0,0,4,7,1300,0.0,1968,0,98055,47.4568,-122.21,1770,8075,47,47,7.170888478512505,0.1929475835557439,18.97387703575646,11
